LicenseID,FeeExemptModifierCode
1818023,RETI
1818024,RETI
1818027,RETI
1818032,RETI
1818034,RETI
1818037,VOL
1818038,VOL
181804,VOL
1818046,RETI
1818057,RETI
1818058,RETI
1818064,VOL
1818065,DIS
1818075,RETI
1818085,RETI
1818100,VOL
1818109,RETI
1818110,VOL
1818123,RETI
1818131,VOL
1818133,RETI
1818150,VOL
1818156,RETI
1818166,VOL
1818175,RETI
1818176,VOL
1818197,RETI
1818200,RETI
1818201,RETI
1818211,RETI
1818226,RETI
1818240,RETI
1818255,VOL
1818260,VOL
1818265,VOL
1818273,RETI
1818277,VOL
1818284,VOL
1818292,RETI
1818293,RETI
1818311,DIS
1818318,RETI
1818320,RETI
1818335,RETI
1818337,VOL
1818340,RETI
1818359,VOL
1818371,RETI
1818373,VOL
1818374,RETI
1818381,RETI
1818387,RETI
1818389,RETI
1818392,RETI
1818405,DIS
1818406,RETI
1818419,RETI
1818436,VOL
1818442,RETI
1818451,RETI
1818455,VOL
1818456,RETI
1818466,VOL
1818469,RETI
1818470,DIS
1818477,RETI
1818480,VOL
1818499,RETI
1818507,RETI
1818509,DIS
1818516,RETI
1818523,RETI
1818538,VOL
1818547,RETI
1818558,VOL
1818571,RETI
1818584,DIS
1818589,VOL
1818590,RETI
1818611,RETI
1818613,RETI
1818615,RETI
1818640,RETI
1818646,RETI
1818647,RETI
1818658,VOL
1818663,RETI
1818666,RETI
1818674,RETI
1818677,RETI
1818685,RETI
1818701,RETI
1818713,RETI
1818725,RETI
1818726,RETI
1818727,RETI
1818730,RETI
1818741,RETI
1818776,RETI
1818795,RETI
1818799,MIL
1818803,RETI
1818807,RETI
181881,RETI
1818813,VOL
1818827,RETI
1818830,VOL
1818833,RETI
1818835,RETI
1818837,RETI
1818838,RETI
1818840,RETI
1818847,VOL
1818848,RETI
1818857,RETI
1818866,VOL
1818868,RETI
1818874,RETI
1818892,VOL
1818898,RETI
1818903,VOL
1818904,VOL
1818905,RETI
1818907,RETI
1818914,RETI
1818921,RETI
1818931,VOL
1818932,VOL
1818945,VOL
1818950,RETI
1818953,RETI
1818961,RETI
1818968,RETI
1818970,RETI
1818975,RETI
1818977,VOL
1818988,VOL
1818994,VOL
1819000,VOL
1819018,VOL
1819023,RETI
1819029,RETI
1819031,RETI
1819037,DIS
1819038,RETI
1819049,RETI
1819060,RETI
1819079,RETI
1819089,VOL
1819095,VOL
1819110,VOL
1819118,RETI
1819131,VOL
1819136,VOL
1819143,RETI
1819151,VOL
1819152,RETI
1819162,VOL
1819164,VOL
1819178,RETI
1819181,RETI
1819187,RETI
1819202,VOL
1819211,RETI
1819212,RETI
1819216,RETI
1819218,MIL
1819224,RETI
1819233,VOL
1819242,DIS
1819244,RETI
1819245,RETI
1819247,VOL
1819251,VOL
1819254,RETI
1819261,VOL
1819264,RETI
1819267,RETI
1819271,RETI
1819272,VOL
1819280,VOL
1819286,RETI
1819296,RETI
1819314,RETI
1819316,VOL
1819320,VOL
1819357,RETI
1819368,RETI
1819372,RETI
1819374,RETI
1819378,RETI
1819392,VOL
1819405,RETI
1819420,VOL
1819425,RETI
181943,VOL
1819430,VOL
1819442,VOL
1819453,RETI
1819462,RETI
181947,RETI
1819482,RETI
1819487,VOL
181949,RETI
1819496,VOL
1819499,VOL
1819512,RETI
1819513,VOL
1819520,RETI
1819524,RETI
1819525,VOL
1819537,RETI
1819540,VOL
1819547,RETI
1819560,VOL
1819579,RETI
1819591,RETI
1819592,VOL
1819593,RETI
1819594,VOL
1819605,RETI
1819606,RETI
1819611,RETI
1819620,RETI
1819622,VOL
1819623,VOL
1819629,VOL
1819640,VOL
1819658,RETI
1819660,VOL
1819680,VOL
1819684,RETI
1819688,RETI
1819699,VOL
1819706,VOL
1819752,RETI
1819763,RETI
1819766,VOL
1819769,RETI
1819774,RETI
1819776,RETI
181979,RETI
1819790,RETI
1819793,VOL
1819801,RETI
1819802,RETI
1819806,RETI
1819807,RETI
1819810,RETI
1819826,RETI
1819831,VOL
1819832,VOL
1819833,VOL
1819850,VOL
1819861,RETI
1819887,RETI
1819889,RETI
1819893,RETI
1819894,RETI
1819909,VOL
1819914,RETI
1819919,RETI
1819922,RETI
1819926,RETI
181995,VOL
1819951,RETI
1819952,MIL
1819964,RETI
1819976,RETI
1819989,VOL
182016,VOL
182043,RETI
182064,RETI
182070,RETI
182083,RETI
182089,VOL
182099,VOL
182119,VOL
182130,RETI
182140,VOL
182159,VOL
182168,MIL
182219,RETI
182266,VOL
182271,RETI
182282,VOL
182295,VOL
182297,RETI
182302,RETI
182307,VOL
182311,RETI
182317,RETI
182339,VOL
182361,RETI
182376,VOL
182390,RETI
182402,VOL
182423,RETI
182427,RETI
182444,RETI
182496,VOL
182521,RETI
182523,RETI
182540,RETI
182554,VOL
182570,VOL
182612,VOL
182624,RETI
182643,RETI
182650,VOL
182657,VOL
182660,VOL
182668,RETI
182707,VOL
182722,VOL
182739,VOL
182748,VOL
182752,VOL
182767,RETI
182785,RETI
182808,VOL
182814,VOL
182838,VOL
182857,VOL
182927,VOL
182965,RETI
182981,RETI
183010,VOL
183023,VOL
183036,VOL
183063,RETI
183072,VOL
183188,RETI
183234,RETI
183239,VOL
183254,VOL
183290,RETI
183334,RETI
183355,RETI
183395,VOL
183397,RETI
183414,RETI
183429,RETI
183465,RETI
183480,VOL
183558,RETI
183575,RETI
183623,VOL
183629,RETI
183666,RETI
183686,VOL
183758,VOL
183768,VOL
183809,VOL
183858,VOL
183863,RETI
183883,VOL
183894,RETI
183986,RETI
184031,RETI
184037,RETI
184047,RETI
184080,RETI
184143,VOL
184240,RETI
184284,RETI
184299,VOL
184330,VOL
184353,VOL
184378,RETI
184433,VOL
184465,RETI
184536,VOL
184618,VOL
184629,VOL
184638,RETI
184655,RETI
184683,VOL
184695,VOL
184722,RETI
184736,RETI
184754,RETI
184767,RETI
184782,RETI
184868,RETI
184907,RETI
184910,VOL
184935,VOL
184937,RETI
185004,VOL
185025,VOL
185065,RETI
185156,RETI
185158,VOL
185202,RETI
185214,RETI
185230,RETI
185246,RETI
185297,VOL
185372,RETI
185386,RETI
185392,RETI
185395,VOL
185411,VOL
185428,RETI
185463,VOL
185468,VOL
185474,VOL
185483,VOL
185585,RETI
185592,RETI
185627,VOL
185724,RETI
185756,VOL
185772,RETI
185788,RETI
185843,VOL
185848,VOL
185854,RETI
185857,RETI
185916,DIS
185929,RETI
185951,VOL
185961,RETI
1860004,RETI
1860018,RETI
1860022,RETI
1860024,RETI
1860033,RETI
1860038,VOL
1860040,RETI
1860042,VOL
1860049,RETI
1860056,RETI
1860064,VOL
1860077,VOL
1860079,RETI
1860094,RETI
1860102,RETI
1860118,RETI
186012,RETI
1860144,RETI
1860166,RETI
1860168,RETI
1860169,VOL
1860183,VOL
1860187,VOL
1860189,RETI
1860215,RETI
1860235,RETI
1860248,VOL
1860259,RETI
186026,VOL
1860275,RETI
1860279,VOL
1860301,RETI
1860308,DIS
1860311,RETI
1860318,VOL
1860321,RETI
1860328,RETI
1860333,RETI
1860339,VOL
1860346,RETI
1860356,RETI
1860375,RETI
1860376,RETI
1860377,RETI
1860378,RETI
1860385,VOL
1860387,RETI
1860388,RETI
1860390,RETI
1860395,RETI
1860401,RETI
1860404,RETI
1860414,VOL
1860453,RETI
1860469,RETI
1860481,VOL
1860487,RETI
1860514,VOL
1860517,RETI
1860526,RETI
1860534,RETI
1860548,RETI
1860550,RETI
1860552,VOL
1860553,RETI
1860564,RETI
1860567,RETI
1860576,VOL
1860579,RETI
1860581,RETI
1860584,RETI
1860586,RETI
1860598,RETI
1860610,RETI
1860611,VOL
1860614,VOL
1860617,RETI
1860629,RETI
1860632,RETI
1860633,RETI
1860646,VOL
1860669,VOL
1860685,RETI
1860687,RETI
1860693,RETI
1860702,RETI
1860708,RETI
1860717,VOL
1860723,VOL
1860734,RETI
1860735,RETI
1860736,RETI
1860753,VOL
1860757,RETI
1860767,RETI
1860769,RETI
1860771,RETI
1860772,RETI
1860775,VOL
1860785,RETI
1860798,RETI
1860805,RETI
1860807,RETI
1860823,RETI
1860841,RETI
1860848,RETI
1860860,RETI
1860870,RETI
1860873,RETI
1860875,RETI
1860895,RETI
1860896,RETI
186090,RETI
1860914,VOL
1860916,RETI
1860918,RETI
1860955,RETI
186096,RETI
1860963,RETI
1860964,RETI
1860966,RETI
1860970,RETI
1860977,RETI
1860978,RETI
1860988,RETI
1860991,RETI
1861009,RETI
1861051,RETI
1861055,VOL
1861062,RETI
1861071,RETI
1861075,RETI
1861088,DIS
1861090,VOL
1861091,RETI
1861116,RETI
1861119,RETI
1861126,VOL
1861132,VOL
1861140,RETI
1861143,RETI
1861150,RETI
1861155,RETI
1861173,RETI
1861175,RETI
1861183,RETI
1861200,RETI
1861205,RETI
1861206,RETI
1861207,VOL
1861226,RETI
1861233,RETI
1861238,VOL
1861240,RETI
1861246,RETI
1861252,RETI
1861267,VOL
1861268,RETI
1861274,VOL
1861287,RETI
1861291,RETI
1861294,VOL
1861304,VOL
1861305,RETI
1861312,RETI
1861322,RETI
1861331,RETI
1861333,VOL
1861345,VOL
1861352,RETI
1861356,RETI
1861357,RETI
1861372,RETI
1861380,RETI
1861395,RETI
1861400,RETI
1861414,VOL
1861424,RETI
1861426,VOL
1861427,RETI
1861429,RETI
1861438,RETI
1861441,RETI
1861446,RETI
1861453,RETI
1861459,VOL
1861471,VOL
1861483,RETI
1861497,RETI
1861498,RETI
1861516,RETI
1861529,RETI
1861536,RETI
1861544,RETI
1861568,RETI
1861586,RETI
1861588,VOL
1861611,RETI
1861619,RETI
1861621,VOL
1861636,VOL
1861641,VOL
1861643,RETI
1861645,RETI
1861672,VOL
1861681,RETI
1861682,RETI
1861684,RETI
1861690,VOL
1861691,RETI
1861696,RETI
186170,VOL
1861704,VOL
1861707,RETI
1861727,VOL
1861752,VOL
186176,RETI
1861760,RETI
1861763,RETI
1861767,RETI
1861770,RETI
1861772,RETI
1861775,RETI
1861785,VOL
1861802,VOL
1861829,RETI
1861832,RETI
1861835,VOL
1861843,RETI
1861849,RETI
1861850,RETI
1861854,VOL
1861860,RETI
1861872,RETI
1861875,RETI
1861876,RETI
1861886,RETI
1861887,RETI
1861907,RETI
1861916,RETI
1861917,RETI
1861928,RETI
1861944,RETI
1861949,RETI
1861950,RETI
1861952,VOL
1861956,RETI
1861959,RETI
1861964,VOL
1861965,RETI
186197,RETI
1861970,RETI
1862005,RETI
1862019,VOL
1862026,DIS
1862039,VOL
1862040,RETI
1862041,RETI
1862049,VOL
1862059,RETI
1862068,RETI
1862069,VOL
1862073,RETI
1862075,RETI
1862081,RETI
1862092,RETI
1862093,RETI
1862102,VOL
1862111,RETI
1862112,VOL
1862125,RETI
1862127,VOL
1862130,RETI
1862145,VOL
1862157,RETI
1862160,VOL
1862166,RETI
1862167,RETI
1862173,DIS
1862188,RETI
1862191,RETI
1862194,RETI
1862201,VOL
1862205,VOL
1862234,RETI
1862251,RETI
1862269,VOL
1862276,RETI
1862282,RETI
1862283,RETI
1862298,RETI
1862304,RETI
1862337,RETI
1862341,RETI
1862365,VOL
1862369,RETI
186237,RETI
1862374,RETI
1862376,RETI
1862377,RETI
1862396,RETI
1862406,VOL
1862407,VOL
1862413,VOL
1862433,RETI
1862446,VOL
1862462,RETI
1862465,RETI
1862472,RETI
1862485,RETI
1862491,RETI
1862501,RETI
1862518,VOL
1862521,VOL
1862523,RETI
1862524,RETI
1862527,RETI
1862560,RETI
1862564,RETI
1862565,VOL
1862570,RETI
1862580,RETI
1862582,VOL
1862583,RETI
1862592,VOL
1862598,VOL
1862607,RETI
1862614,RETI
1862624,RETI
1862634,VOL
1862641,RETI
1862642,RETI
1862646,RETI
1862649,RETI
1862654,VOL
1862656,VOL
1862662,VOL
1862665,RETI
1862679,RETI
1862684,RETI
1862687,RETI
1862694,RETI
1862705,RETI
1862719,RETI
1862728,RETI
1862735,RETI
1862740,VOL
1862754,RETI
1862763,VOL
1862774,RETI
1862798,RETI
1862802,RETI
1862812,RETI
1862813,RETI
1862826,VOL
1862839,VOL
1862842,RETI
1862844,RETI
1862845,RETI
1862851,RETI
1862859,RETI
1862874,VOL
1862878,VOL
1862887,RETI
1862898,RETI
1862908,RETI
1862926,VOL
1862930,RETI
1862932,RETI
1862938,RETI
1862940,RETI
1862960,RETI
1862964,RETI
1862976,RETI
1862977,VOL
1862981,RETI
1862986,RETI
1862988,VOL
1863003,VOL
1863009,VOL
1863014,RETI
1863019,MIL
1863046,VOL
1863055,VOL
1863069,DIS
1863070,RETI
1863081,VOL
1863086,RETI
1863096,RETI
1863101,RETI
1863103,RETI
1863105,RETI
1863106,RETI
186311,VOL
1863113,RETI
1863117,VOL
1863127,RETI
1863128,VOL
1863129,RETI
1863154,RETI
1863169,RETI
1863172,VOL
1863173,VOL
1863176,VOL
1863187,RETI
1863192,RETI
1863195,VOL
1863205,RETI
1863206,RETI
1863225,RETI
1863229,RETI
1863231,RETI
1863240,RETI
1863243,RETI
1863250,VOL
1863253,RETI
1863254,RETI
1863264,VOL
1863277,RETI
1863279,DIS
1863280,VOL
1863307,RETI
1863316,RETI
1863320,RETI
1863329,RETI
1863338,RETI
1863354,VOL
1863357,RETI
1863358,VOL
1863362,RETI
1863363,VOL
1863367,VOL
1863386,DIS
1863388,RETI
1863391,VOL
1863397,RETI
1863399,DIS
1863411,RETI
1863422,VOL
1863425,RETI
1863444,RETI
1863457,VOL
1863459,RETI
1863463,VOL
1863467,RETI
1863475,RETI
1863486,RETI
1863504,VOL
1863508,VOL
1863509,VOL
1863515,RETI
1863520,RETI
1863521,RETI
1863524,RETI
1863531,RETI
1863538,RETI
1863539,RETI
1863547,MIL
186355,VOL
1863574,RETI
1863580,RETI
1863582,RETI
1863583,VOL
1863589,RETI
1863597,RETI
1863614,RETI
1863623,RETI
1863625,VOL
1863632,RETI
1863641,RETI
1863648,VOL
1863652,VOL
1863658,RETI
1863660,RETI
1863680,RETI
1863681,RETI
1863686,MIL
1863690,RETI
1863698,RETI
1863708,RETI
1863711,RETI
1863713,RETI
1863715,VOL
1863716,RETI
186372,RETI
1863721,RETI
1863723,RETI
1863724,VOL
1863728,RETI
1863741,VOL
1863745,RETI
1863753,VOL
1863758,RETI
1863759,RETI
1863764,RETI
1863778,RETI
1863779,RETI
1863782,VOL
1863784,RETI
1863788,DIS
1863789,RETI
1863793,VOL
1863794,RETI
1863795,VOL
1863801,RETI
1863810,RETI
1863829,RETI
1863837,VOL
1863838,VOL
1863842,RETI
1863854,RETI
1863855,VOL
1863856,RETI
1863859,RETI
1863862,VOL
1863863,RETI
1863864,RETI
1863865,RETI
1863893,RETI
1863898,RETI
1863902,RETI
1863908,RETI
1863911,RETI
1863913,RETI
1863915,MIL
1863918,RETI
1863922,RETI
1863926,RETI
1863927,VOL
186393,RETI
1863930,DIS
1863936,RETI
1863940,RETI
1863948,RETI
1863961,VOL
1863963,VOL
1863964,RETI
1863966,RETI
1863975,RETI
1863976,RETI
1863983,RETI
1863985,RETI
1863992,VOL
1863996,RETI
1863997,RETI
186400,RETI
1864002,VOL
1864009,RETI
1864010,RETI
1864011,RETI
1864030,RETI
1864031,RETI
1864036,VOL
1864037,RETI
1864039,DIS
1864049,VOL
1864058,DIS
1864062,RETI
1864073,RETI
1864076,DIS
1864092,RETI
1864097,RETI
1864103,RETI
186411,RETI
1864113,RETI
1864116,VOL
1864121,RETI
1864125,RETI
1864126,VOL
1864131,RETI
1864141,RETI
1864143,RETI
1864156,RETI
1864166,VOL
1864168,RETI
1864170,VOL
1864171,VOL
1864173,VOL
186425,VOL
186430,RETI
1864318,VOL
186438,VOL
186443,VOL
1864432,RETI
1864453,RETI
1864455,RETI
1864482,VOL
186451,VOL
1864520,RETI
1864530,VOL
1864554,RETI
1864557,RETI
1864560,RETI
186460,RETI
1864601,RETI
1864612,RETI
1864625,RETI
1864637,VOL
1864655,RETI
1864694,RETI
1864709,RETI
186471,VOL
1864725,VOL
1864727,VOL
1864736,RETI
186474,RETI
1864752,VOL
1864755,RETI
1864761,VOL
1864767,VOL
1864769,VOL
1864772,RETI
1864775,RETI
1864778,VOL
1864779,VOL
1864783,VOL
1864784,VOL
1864788,VOL
1864797,VOL
1864798,VOL
1864802,RETI
1864806,RETI
1864808,DIS
1864815,RETI
1864816,RETI
1864837,RETI
1864838,VOL
1864859,RETI
1864864,RETI
1864877,RETI
1864878,VOL
1864879,VOL
1864880,VOL
1864885,RETI
1864887,VOL
1864889,VOL
1864900,VOL
1864901,RETI
1864903,VOL
1864907,RETI
1864908,RETI
1864911,VOL
1864914,VOL
1864916,RETI
1864918,VOL
1864922,RETI
1864924,RETI
1864927,RETI
1864962,RETI
1864964,RETI
1864969,RETI
1864973,VOL
1864985,RETI
1864991,VOL
1864992,VOL
1864993,RETI
1864999,RETI
1865013,RETI
1865017,RETI
1865021,RETI
1865025,VOL
1865029,RETI
1865030,VOL
1865031,RETI
1865045,RETI
1865047,RETI
1865053,RETI
1865056,VOL
1865062,RETI
1865063,RETI
1865066,RETI
1865067,RETI
1865080,VOL
1865092,RETI
186510,RETI
1865102,RETI
1865103,RETI
1865105,RETI
1865117,RETI
1865138,RETI
1865139,RETI
1865140,RETI
1865142,RETI
1865155,RETI
1865158,RETI
1865159,VOL
1865163,VOL
1865164,RETI
1865166,RETI
1865169,RETI
1865172,VOL
1865173,VOL
1865176,RETI
1865179,RETI
1865181,VOL
1865182,VOL
1865183,VOL
1865187,RETI
1865189,RETI
1865201,RETI
1865207,RETI
1865212,RETI
1865219,RETI
1865226,RETI
1865229,RETI
1865232,RETI
1865242,RETI
1865252,RETI
1865253,RETI
1865258,RETI
1865260,VOL
1865261,RETI
1865262,VOL
1865270,VOL
1865278,RETI
1865281,VOL
1865285,VOL
1865313,RETI
1865317,RETI
1865330,RETI
1865334,RETI
1865336,RETI
1865346,VOL
1865347,RETI
1865349,RETI
1865350,VOL
1865355,VOL
1865359,RETI
1865362,VOL
1865364,RETI
1865365,RETI
1865373,VOL
1865375,RETI
1865378,RETI
1865381,VOL
1865391,VOL
1865392,VOL
1865399,RETI
1865411,RETI
1865424,RETI
1865426,RETI
1865435,RETI
1865438,VOL
1865440,RETI
1865442,VOL
1865454,VOL
1865466,RETI
1865467,VOL
186547,VOL
1865470,VOL
1865484,RETI
1865488,VOL
1865489,RETI
1865509,RETI
1865513,RETI
1865516,RETI
1865519,VOL
1865524,RETI
1865525,VOL
1865529,RETI
1865533,VOL
1865543,VOL
1865550,RETI
1865561,RETI
1865566,RETI
1865571,RETI
1865576,RETI
186558,RETI
1865591,VOL
1865592,RETI
1865598,RETI
1865623,RETI
1865632,RETI
1865638,RETI
1865640,RETI
1865647,RETI
1865649,RETI
1865651,RETI
1865652,VOL
1865658,VOL
1865661,VOL
1865666,RETI
1865668,RETI
1865673,RETI
1865677,RETI
1865678,RETI
1865684,VOL
1865694,VOL
1865701,RETI
1865722,RETI
1865728,VOL
1865742,VOL
1865750,RETI
1865752,RETI
1865756,VOL
1865760,RETI
1865761,RETI
1865763,RETI
1865770,RETI
1865779,RETI
1865781,VOL
1865794,RETI
1865795,VOL
1865797,RETI
1865808,VOL
1865810,RETI
1865811,VOL
1865812,VOL
1865814,VOL
1865821,RETI
1865823,VOL
1865829,VOL
1865834,VOL
1865841,VOL
1865844,VOL
1865848,RETI
1865862,RETI
1865870,RETI
1865875,RETI
1865884,RETI
1865888,VOL
1865902,RETI
1865906,RETI
1865907,RETI
1865934,RETI
1865938,VOL
1865940,RETI
1865972,RETI
1865973,VOL
1865999,RETI
1866023,VOL
1866026,VOL
1866029,RETI
1866037,RETI
1866053,RETI
1866055,RETI
1866056,VOL
1866062,VOL
1866066,RETI
186607,RETI
1866088,RETI
1866132,VOL
1866151,RETI
1866160,RETI
1866173,RETI
1866178,VOL
1866180,RETI
1866185,RETI
1866187,RETI
186619,VOL
1866201,RETI
1866222,VOL
1866224,VOL
1866233,RETI
1866235,VOL
1866238,RETI
1866243,VOL
1866250,VOL
1866253,VOL
1866279,RETI
1866298,RETI
1866301,VOL
1866314,RETI
1866317,RETI
1866325,RETI
1866365,RETI
1866374,RETI
1866381,RETI
1866393,RETI
1866410,RETI
1866426,VOL
1866435,VOL
1866440,RETI
1866442,VOL
1866453,RETI
1866456,RETI
1866457,RETI
1866458,RETI
1866472,RETI
1866475,RETI
1866482,VOL
1866506,RETI
1866511,VOL
1866525,RETI
1866532,RETI
1866549,RETI
1866553,VOL
1866555,VOL
1866565,VOL
1866567,RETI
1866569,RETI
1866588,RETI
1866594,RETI
1866600,VOL
1866604,VOL
1866607,VOL
1866617,RETI
1866622,RETI
1866633,RETI
1866638,RETI
186664,RETI
1866659,VOL
1866661,RETI
1866666,VOL
1866670,RETI
1866698,VOL
1866723,RETI
1866729,VOL
1866732,RETI
1866736,VOL
1866759,RETI
1866809,VOL
1866816,VOL
1866826,RETI
1866829,RETI
1866838,RETI
1866842,RETI
1866844,RETI
1866846,VOL
1866855,VOL
1866877,RETI
1866878,VOL
1866879,RETI
1866888,RETI
1866895,VOL
1866909,VOL
1866912,VOL
1866916,VOL
1866924,VOL
1866927,RETI
1866945,VOL
1866954,RETI
1866956,RETI
1866964,RETI
1866966,RETI
1866967,RETI
1866971,RETI
1866998,RETI
1867009,RETI
1867019,RETI
186702,RETI
1867024,RETI
1867044,RETI
1867059,RETI
1867082,RETI
1867094,VOL
1867112,VOL
1867126,VOL
1867127,VOL
1867144,RETI
1867152,RETI
1867156,RETI
1867163,RETI
1867168,RETI
1867171,RETI
1867172,RETI
1867180,VOL
1867182,RETI
1867185,VOL
1867187,RETI
1867190,RETI
1867201,RETI
1867202,RETI
1867203,RETI
1867207,RETI
1867216,RETI
1867221,RETI
1867231,VOL
1867236,VOL
1867239,RETI
1867243,RETI
1867248,RETI
1867249,VOL
1867251,RETI
1867255,RETI
1867256,RETI
1867257,RETI
1867259,RETI
1867260,RETI
1867261,VOL
1867265,RETI
1867270,RETI
1867271,RETI
1867274,RETI
1867275,DIS
1867276,RETI
1867277,RETI
1867283,RETI
1867288,VOL
1867295,RETI
1867297,RETI
1867299,VOL
1867301,RETI
1867302,RETI
1867303,VOL
1867306,RETI
1867307,VOL
1867309,VOL
1867317,RETI
1867318,VOL
1867329,RETI
1867334,RETI
1867339,RETI
1867340,VOL
1867343,RETI
1867351,RETI
1867360,RETI
1867362,RETI
1867363,RETI
1867365,VOL
1867371,RETI
1867374,VOL
1867376,RETI
1867378,RETI
1867379,RETI
1867382,RETI
1867397,RETI
1867403,VOL
1867406,RETI
1867408,RETI
1867416,VOL
1867425,RETI
1867430,VOL
1867433,DIS
1867434,VOL
1867441,VOL
1867442,RETI
1867446,RETI
1867456,RETI
1867464,VOL
1867466,RETI
1867469,VOL
1867474,VOL
1867476,RETI
1867478,RETI
1867479,VOL
1867480,VOL
1867484,RETI
1867497,VOL
1867499,RETI
1867511,VOL
1867513,RETI
1867515,RETI
1867520,RETI
1867529,RETI
1867531,RETI
1867532,RETI
1867537,VOL
1867538,VOL
1867541,VOL
1867553,VOL
1867555,VOL
1867559,RETI
1867563,VOL
1867576,VOL
1867586,VOL
1867588,RETI
1867598,RETI
1867604,RETI
1867613,VOL
1867615,RETI
1867616,RETI
1867623,RETI
1867625,VOL
1867636,RETI
1867638,VOL
1867646,RETI
1867660,RETI
1867671,RETI
1867672,RETI
1867674,RETI
1867679,RETI
1867683,RETI
1867687,VOL
1867690,RETI
1867691,RETI
1867692,RETI
1867697,RETI
1867701,RETI
1867705,VOL
1867709,VOL
1867710,RETI
1867711,VOL
1867712,RETI
1867714,RETI
1867728,RETI
1867733,VOL
1867738,VOL
1867750,VOL
1867761,RETI
1867766,RETI
1867770,RETI
1867772,VOL
1867774,RETI
1867777,RETI
1867778,RETI
1867780,RETI
1867782,RETI
1867783,RETI
1867790,VOL
1867796,RETI
1867804,RETI
1867807,RETI
1867811,RETI
1867819,VOL
1867824,VOL
1867827,VOL
1867828,RETI
1867831,RETI
1867834,RETI
1867835,RETI
1867848,RETI
1867849,RETI
1867853,VOL
1867864,VOL
1867869,RETI
1867870,VOL
1867873,VOL
186788,VOL
1867880,VOL
1867886,RETI
1867888,VOL
1867890,VOL
1867894,RETI
1867898,RETI
1867907,RETI
1867908,RETI
1867909,RETI
1867912,RETI
1867913,RETI
1867914,VOL
1867915,VOL
1867916,RETI
1867929,VOL
1867931,MIL
1867941,VOL
1867946,RETI
1867955,RETI
1867962,VOL
1867963,RETI
1867964,RETI
1867967,VOL
1867969,RETI
1867977,RETI
1867988,RETI
1867994,RETI
1867997,VOL
1868003,RETI
1868019,RETI
1868026,RETI
1868028,RETI
1868029,RETI
1868047,RETI
1868050,RETI
1868053,VOL
1868055,VOL
1868072,RETI
1868090,RETI
1868091,RETI
1868094,RETI
1868102,VOL
1868105,VOL
1868106,RETI
1868109,RETI
1868114,RETI
1868115,VOL
1868123,RETI
1868127,RETI
1868130,RETI
1868131,RETI
1868135,RETI
1868141,VOL
1868144,RETI
1868155,RETI
1868156,RETI
1868163,VOL
1868164,RETI
1868169,RETI
1868171,RETI
1868173,RETI
186818,VOL
1868187,RETI
1868190,RETI
1868201,RETI
1868205,VOL
1868215,RETI
1868224,RETI
1868225,RETI
1868226,VOL
1868231,VOL
1868245,VOL
1868260,RETI
1868265,RETI
1868268,RETI
186827,RETI
1868270,RETI
1868278,VOL
1868282,VOL
1868283,VOL
1868284,VOL
1868289,RETI
1868296,VOL
1868300,VOL
1868304,RETI
1868308,RETI
1868313,VOL
1868326,RETI
1868332,VOL
1868345,VOL
1868363,RETI
1868367,VOL
1868368,VOL
1868369,RETI
1868370,VOL
1868387,VOL
1868406,VOL
1868409,VOL
1868417,RETI
1868420,RETI
1868425,RETI
1868434,RETI
1868441,RETI
1868463,VOL
1868464,RETI
1868468,VOL
1868470,RETI
1868481,RETI
1868504,RETI
1868505,RETI
1868510,RETI
1868526,VOL
186853,RETI
1868550,RETI
1868554,RETI
1868559,RETI
1868560,RETI
1868567,VOL
1868573,RETI
1868580,RETI
1868586,RETI
1868594,RETI
1868596,RETI
1868598,VOL
1868605,VOL
1868614,RETI
1868623,RETI
1868625,VOL
1868637,VOL
1868642,VOL
1868650,RETI
1868651,RETI
1868658,VOL
1868660,RETI
1868679,VOL
1868684,RETI
1868687,VOL
1868700,RETI
1868703,RETI
1868705,VOL
1868706,RETI
1868709,VOL
1868710,RETI
1868716,RETI
1868718,RETI
1868720,VOL
1868726,RETI
1868728,RETI
1868730,RETI
1868742,VOL
1868751,VOL
1868752,VOL
1868756,RETI
1868757,VOL
1868768,RETI
1868771,RETI
1868774,RETI
1868799,VOL
1868802,RETI
1868803,VOL
1868822,VOL
1868823,VOL
1868826,RETI
1868829,RETI
1868834,RETI
1868838,RETI
1868839,VOL
1868845,RETI
1868850,VOL
1868855,RETI
1868867,VOL
1868874,RETI
1868878,VOL
1868881,RETI
1868882,RETI
1868896,RETI
1868902,VOL
1868907,VOL
1868912,VOL
1868920,RETI
1868928,RETI
1868930,DIS
1868936,RETI
1868940,RETI
1868948,VOL
1868955,RETI
1868958,RETI
1868959,VOL
1868971,VOL
1868975,RETI
1868979,RETI
1868988,RETI
1868990,RETI
1868991,VOL
1868993,VOL
1868997,RETI
1869016,RETI
1869020,RETI
1869023,RETI
1869025,RETI
1869029,VOL
1869034,RETI
1869044,RETI
1869049,VOL
1869053,RETI
1869056,RETI
1869067,VOL
1869068,VOL
1869077,VOL
1869087,RETI
1869088,RETI
1869091,RETI
1869100,RETI
1869102,VOL
1869108,RETI
1869127,VOL
1869131,VOL
1869137,RETI
1869145,VOL
1869147,VOL
1869149,VOL
1869152,RETI
1869159,VOL
1869161,VOL
1869163,VOL
1869169,RETI
1869191,RETI
1869193,VOL
1869200,RETI
